Plot_ID,vol_cubft,ba_ac,crd,elev_min_3p2808plus_75FEET,elev_max_3p2808plus_75FEET,elev_ave_3p2808plus_75FEET,elev_stddev_3p2808plus_75FEET,elev_CV_3p2808plus_75FEET,elev_IQ_3p2808plus_75FEET,elev_AAD_3p2808plus_75FEET,elev_P01_3p2808plus_75FEET,elev_P05_3p2808plus_75FEET,elev_P10_3p2808plus_75FEET,elev_P20_3p2808plus_75FEET,elev_P25_3p2808plus_75FEET,elev_P30_3p2808plus_75FEET,elev_P40_3p2808plus_75FEET,elev_P50_3p2808plus_75FEET,elev_P60_3p2808plus_75FEET,elev_P70_3p2808plus_75FEET,elev_P75_3p2808plus_75FEET,elev_P80_3p2808plus_75FEET,elev_P90_3p2808plus_75FEET,elev_P95_3p2808plus_75FEET,elev_P99_3p2808plus_75FEET,First_cover_above6p5616_75FEET,all_cover_above6p5616_75FEET,all_1st_cover_above6p5616_75FEET,First_cover_above_mean_75FEET,all_cover_above_mean_75FEET,all_1st_cover_above_mean_75FEET
73_05,7318.4,143.4656305,28.33072903,3.35,219.99,84.0632,51.8882,0.6173,90,44.1589,7.0548,13.664,18.332,35.18,43.02,50.83,61.65,72.33,84.098,121.222,133.02,140.114,157.404,174.756,197.0908,97.7113,94.4687,142.8257,42.2535,38.2242,57.7905
72_18,15079.8,538.5641099,102.1909409,3.34,189.63,84.2721,48.8618,0.5798,86.63,43.0498,8.43,23.95,34.81,43.466,46.58,49.93,55.18,63.4,78.648,114.81,133.21,140.02,160.55,171.08,183.3,99.9538,93.0151,152.7168,39.2601,35.8541,58.8671
71_11,15082.4,294.5819119,71.16899977,3.31,167.33,111.3182,36.4389,0.3273,36.1925,27.349,7.63,26.3355,50.157,92.506,99.91,105.44,114.33,121.01,127.258,133.002,136.1025,139.74,147.351,151.591,159.27,99.6076,96.4349,160.1046,83.7475,61.1188,101.4716
71_21,17850.4,348.0308757,78.83562232,3.29,160,118.9351,29.9481,0.2518,23.415,19.9027,8.7746,32.477,90.27,108.55,112.815,117.12,122.936,126.54,131.1,134.52,136.23,138.276,143.348,147.279,153.0408,99.0169,89.6321,131.7416,81.4958,61.3712,90.2037
72_19,12692.6,214.3958124,49.53345011,3.3,157.46,109.1537,43.9072,0.4023,28.3375,32.8366,4.28,7.313,13.782,99.146,107.77,114.009,120.362,125.675,130.6,134.743,136.1075,138.172,143.47,147.7805,153.6261,98.0441,89.1226,140.1494,91.3585,68.9959,108.4993
72_06,21512.2,421.9097915,73.69358367,3.38,186.69,96.8087,45.6097,0.4711,54.955,36.4662,8.4206,14.519,18.538,62.9,73.385,78.938,88.312,99.12,109.034,121.354,128.34,137.392,157.666,168.862,180.91,99.7164,95.773,166.1669,63.0875,50.1868,87.0746
72_30,8559.2,187.4509827,34.62283595,3.29,181.57,95.3761,47.1059,0.4939,73.59,39.9487,3.5228,4.73,22.652,51.52,57.88,67.448,88.928,105.51,117.206,127.188,131.47,137.386,151.88,162.596,176.5916,90.4204,86.9342,153.7028,61.1801,51.6822,91.376
71_17,11647.8,211.1826612,45.02441094,3.29,193.19,106.0691,38.2996,0.3611,47.83,29.9496,4.5908,29.941,58.164,75.04,83.19,89.006,101.464,110.83,117.94,126.48,131.02,137.246,153.104,165.378,181.2178,95.6182,91.6851,156.5989,68.0621,51.8363,88.5368
71_04,17628,377.037812,98.95528408,3.29,171.02,120.6581,24.2114,0.2007,21.96,16.6075,6.4288,75.254,94.068,108.344,112.23,115.074,121.05,125.44,128.91,132.304,134.19,136.964,143.766,148.944,161.1284,100,92.8111,137.459,77.4232,56.9674,84.3722
73_26,10839,313.2429725,58.94215031,3.32,213.47,87.1531,53.7412,0.6166,84.87,45.9531,4.78,10.64,19.822,33.44,39.495,44.47,66.726,83.97,104.48,118.472,124.365,136.36,167.66,182.479,201.8198,91.87,88.4727,125.3602,49.5443,43.5153,61.6583
72_28,17367.2,331.8826529,66.14363708,3.38,180.27,87.8665,49.8427,0.5673,91.66,43.6379,6.9722,14.0905,19.54,26.922,35.6225,49.489,76.734,97.725,109.458,121.982,127.2825,135.824,153.402,164.657,174.4346,98.6004,95.8785,154.6536,58.8873,52.321,84.3947
72_A01,14420,291.362652,69.8048225,3.29,166.57,103.5715,40.699,0.393,41.05,30.6731,3.7408,5.868,23.008,84.034,91.91,96.73,105.3,114.98,120.69,129.41,132.96,135.61,143.136,147.952,158.63,97.5978,89.5981,149.845,77.16,59.5853,99.6513
72_14,11892.2,288.5600895,72.94112963,3.54,174.41,91.1042,47.1378,0.5174,85.3675,41.8053,8.8719,18.12,22.37,35.97,44.8975,54.587,82.44,103.33,116.26,124.333,130.265,135.508,147.871,157.227,168.0335,99.9438,98.2666,164.0169,66.3483,55.1498,92.0506
83_10,16223.2,296.7286669,62.04543203,3.3,243.91,90.9734,56.1274,0.617,77.9,44.7404,4.9312,12.834,19.528,38.798,47.9,56.36,72.94,84.87,97.94,112.26,125.8,134.968,174.838,204.008,231.0596,96.6554,89.627,161.6962,52.618,41.6354,75.1145
62_23,9796.8,242.415765,68.77816995,3.33,199.36,94.6014,42.2628,0.4467,60.985,34.552,10.09,33.65,44.536,59.5,63.86,68.05,77.25,87.94,97.738,115.48,124.845,134.526,157.238,174.6,190.8668,98.8513,95.3745,132.4612,47.692,41.5531,57.7111
73_A01,3778.6,208.7627622,46.71855839,3.35,183.33,70.2123,53.8847,0.7675,95.36,49.1291,4.23,10.39,14.67,23.52,26.19,28.778,34.33,41.47,71.26,113.88,121.55,134.32,151.876,163.22,174.1152,97.4664,94.0338,134.7743,39.7783,38.8907,55.7403
81_A17,19035.2,541.664251,102.6318061,6.4,167.38,102.3346,31.7492,0.3102,53.775,27.1772,33.4,51.437,60.06,72.04,76.05,81.08,93.29,103.51,114.62,125.05,129.825,134.22,142.61,149.55,158.13,99.8565,97.4471,138.0454,61.2514,50.1672,71.0677
72_16,13478.4,350.5602942,78.30398928,3.38,191.63,98.3594,41.4172,0.4211,54.645,33.1688,5.294,21.25,41.52,65.94,72.905,78.01,89.12,98.37,108.83,120.98,127.55,134.13,153.66,168.545,180.547,97.3935,91.2779,133.7254,55.4037,46.3658,67.9275
81_23,22921.6,725.4334616,148.2525026,3.38,223.72,117.926,31.3098,0.2655,29.85,22.2084,48.0097,70.9015,83.699,96.568,100.84,104.576,109.932,115.62,121.16,127.16,130.69,133.94,152.47,186.1315,211.8951,99.5852,96.292,128.1161,52.9142,43.5931,58.0004
72_04,17696.2,337.8403344,60.57040343,3.29,183.22,95.7394,44.8361,0.4683,61.44,37.0021,4.15,8.22,14.792,55.49,66.83,75.053,94.51,107.62,116.792,124.22,128.27,133.05,145.55,155.5715,172.5708,93.4149,86.5874,150.2652,66.1167,52.9202,91.8385
72_07,16776.2,539.1570855,117.6333165,3.29,196.33,87.95,47.8288,0.5438,77.285,41.3193,4.1834,10.5705,25.017,45.11,51.47,55.75,66.23,84.94,104.018,121.217,128.755,133.05,152.306,165.609,186.6364,94.5501,87.6795,138.3381,53.4466,44.2117,69.7558
23_A05,18254.8,589.1790954,114.1111923,3.3,174.08,76.7458,56.428,0.7353,111.4625,51.9981,3.9601,6.091,8.27,11.89,14.93,18.926,40.048,90.725,103.656,120.038,126.3925,132.964,152.905,160.7495,167.2692,80.7739,80.5862,118.3555,42.1765,46.6656,68.5369
61_A05,7198,331.5484223,69.88554959,3.34,202.47,103.7094,33.7199,0.3251,42.75,26.3486,5.78,43.81,61.774,77.76,83.23,88.546,96.23,104.26,112.446,120.772,125.98,132.13,146.456,158.136,175.484,92.4726,86.5752,119.5912,53.0658,44.2981,61.1914
72_24,21753.4,380.5921751,77.50363143,3.32,202.75,93.7487,46.2659,0.4935,69.9,38.3276,5.8644,18.814,31.886,48.842,57.45,65.12,81.37,94.26,109.55,120.33,127.35,131.872,152.126,177.622,191.2626,98.5954,94.6639,154.7349,59.3339,48.4685,79.2252
73_25,8637.6,206.9642003,44.34817659,3.33,196.55,84.9549,52.0527,0.6127,86.26,43.6723,4.46,6.09,7.34,10.35,39.4,63.3,78.83,94.23,105.26,118.69,125.66,131.75,148.08,164.2125,180.88,93.0564,91.915,137.295,65.0266,55.6966,83.1949
72_09,11649.4,440.1916794,86.43876086,3.29,208.94,91.0891,46.7932,0.5137,63.63,38.1743,4.86,16.47,33.618,51.662,59.2,63.314,73.55,85.4,98.55,114.62,122.83,131.66,156.77,173.956,204.35,98.5667,94.2658,157.0835,54.3415,44.4777,74.1172
71_19,11006.4,439.0114004,83.23328446,3.44,166.47,111.0771,28.3133,0.2549,27.53,19.6829,5.9466,50.769,80.23,97.478,101.505,105.01,111.3,115.55,120.148,125.528,129.035,131.444,139.63,145.279,154.4788,83.5974,72.8708,110.6638,60.985,44.7547,67.9657
72_15,16783.8,337.6553295,72.00116909,3.29,158.1,91.2973,41.4559,0.4541,67.64,35.9955,5.213,12.72,29.21,51.56,59.27,65.69,79.91,101.545,111.93,122.595,126.91,131.36,140.325,145.285,152.8725,98.7057,93.8058,160.3417,68.5478,52.9759,90.5514
62_26,17846.4,522.6405982,118.821272,3.33,170.69,99.6701,36.0711,0.3619,49.3975,28.9767,6.57,23.0845,52.262,70.3,77.0025,85.152,94.41,105.315,114.246,122.44,126.4,130.982,140.401,150.258,163.91,99.3406,95.2575,128.8719,65.1399,53.1024,71.841
71_A19,13486,411.3073525,97.69211549,3.4,153.38,110.0488,30.6026,0.2781,23.64,20.3644,6.244,24.854,81.104,99.556,104.19,107.152,112.18,116.26,120.62,125.12,127.83,130.91,138.532,143.226,148.8596,97.9529,92.1993,115.9181,71.5246,60.2916,75.802
62_13,10356,248.1727336,53.18818929,3.31,157.71,98.1944,38.7225,0.3943,46.955,30.8952,5.0538,11.43,25.699,71.16,79.415,86.321,98.946,108.545,115.904,123.339,126.37,130.72,138.94,144.33,152.1843,99.0039,91.2243,142.6674,73.7133,56.9238,89.0242
72_17,14448.2,473.2962125,84.46023567,3.29,176.08,85.0418,46.9733,0.5524,81.895,40.1865,4.23,8.85,16.566,35.028,41.95,50.294,76.83,90.66,101.158,117.136,123.845,130.594,147.8,154.015,165.3744,98.9872,94.8151,151.9809,62.5559,52.834,84.6887
73_03,16221.6,368.747498,64.68054255,3.29,177.24,79.164,48.9672,0.6186,92.06,43.7115,5.2542,10.835,17.268,27.62,31.69,37.274,55.9,74.87,99.8,116.548,123.75,130.474,144.228,155.669,168.589,96.8868,93.6645,128.9962,49.7976,45.7577,63.0183
63_16,8207,283.2564702,62.10292273,3.3,172.74,88.9738,41.1396,0.4624,63.985,33.8438,4.88,17.389,34.77,55.54,59.72,64.272,75.626,85.01,96.37,111.506,123.705,130.258,148.032,158.416,166.7482,99.6417,96.1227,167.7487,59.7386,45.7422,79.8272
71_20,6460.8,144.5424986,34.69757998,3.3,159.44,110.8871,25.6856,0.2316,29.66,19.3132,15.8352,66.066,79.472,93.506,98.53,102.08,110.112,116.33,122.05,126.26,128.19,130.16,137.086,141.833,151.74,71.5849,63.9597,96.097,51.5594,37.6426,56.5566
71_29,14148.8,342.5658134,75.98025751,3.31,177.41,108.6518,28.0762,0.2584,34.8275,21.6991,29.2275,62.0375,74.48,87.69,91.6125,96.05,102.44,109.885,116.26,122.755,126.44,130.13,144.145,155.9625,170.3555,99.6114,95.3686,158.5939,66.0837,50.1593,83.4128
83_14,1717.6,206.9297301,45.41190133,3.32,217.13,73.0642,57.4977,0.7869,90.3325,48.3877,3.9101,5.94,8.951,15.902,22.135,26.965,45.356,59.84,77.226,96.19,112.4675,129.898,168.889,178.1885,204.1495,92.3887,89.0433,148.7179,44.1026,40.4977,67.6383
63_22,9465.6,432.5571728,80.68304789,3.29,260.66,96.4274,52.402,0.5434,54.2,39.2247,4.2232,12.282,26.206,52.934,65.41,73.48,84.8,95.61,104.83,114.08,119.61,129.814,165.464,203.452,250.3,97.8215,93.9606,137.2334,57.3736,47.6061,69.5308
63_02,9700,215.7231353,52.23831008,3.29,165.74,82.171,50.8221,0.6185,97.8425,47.1054,3.8097,6.279,9.559,20.12,27.075,32.935,68.96,105.05,113.092,121.638,124.9175,129.52,139.101,144.83,154.7205,82.1306,77.832,104.1237,52.921,47.8038,63.9519
62_21,18034.8,413.7892107,90.81223993,3.3,169.44,99.7109,38.3211,0.3843,35.25,28.0077,5.3196,11.423,20.244,83.518,89.385,92.51,98.992,105.98,112.046,120.954,124.635,128.72,141.63,150.812,160.6674,99.1215,96.7176,139.1288,69.6193,58.2443,83.7848
63_03,13132.2,519.8533074,108.9674815,3.29,218.02,78.6754,51.9415,0.6602,60.83,41.022,5.07,11.4615,16.762,32.02,39.11,48.677,60.254,69.365,78.926,89.8,99.94,128.324,161.365,182.9055,200.7958,96.7336,93.164,145.3726,45.5937,38.1814,59.5781
62_20,10391.2,225.8560808,46.11994853,3.38,162.69,94.94,34.4639,0.363,49.46,28.2721,8.054,34.286,47.838,65.866,72.41,77.58,86.972,98.05,105.964,115.51,121.87,127.562,139.336,147.288,155.7684,96.9002,84.5108,145.9595,62.229,45.1395,77.9609
63_11,8753.2,310.7039548,69.66787404,3.38,163.63,80.0019,45.1215,0.564,82.15,39.3796,5.5924,10.578,18.89,32.118,38.93,47.872,65.612,79.8,96.376,116.12,121.08,127.448,139.57,148.954,157.264,92.3725,87.1576,127.0067,51.5299,44.1875,64.3902
61_21,12035.2,320.0964443,84.72090931,3.29,158.72,105.3343,25.1211,0.2385,33.69,19.496,34.076,63.3075,74.9,85.94,90.1175,93.705,101.69,106.845,112.19,120.865,123.8075,126.73,135.565,142.5275,150.583,99.6948,96.1596,146.1656,65.7764,51.6817,78.5578
72_A03,21211.2,481.0062046,89.13601059,3.35,186.38,99.0026,30.8571,0.3117,44.315,25.3339,18.0792,45.3915,58.376,71.8,78.68,83.37,91.58,101.815,110.23,118.882,122.995,126.55,137.3,144.6765,156.2455,99.3184,96.9934,137.4325,57.7393,50.5913,71.6842
61_04,15983.2,365.9157012,75.2511159,3.44,150.94,105.6889,26.8116,0.2537,30.57,20.4109,10.7766,54.7,71.306,88.37,93.37,96.8,104.504,111.5,118.26,122.474,123.94,126.3,132.63,138.098,144.539,100,98.2016,154.061,80.2223,57.911,90.8521
62_29,10101.6,275.0582222,69.02522353,3.3,158.97,93.7206,35.7949,0.3819,52.7525,29.5071,9.5594,19.2555,45.157,64.64,69.4075,75.949,88.702,99.78,107.97,119.76,122.16,125.62,136.795,142.9625,153.4419,99.6945,96.3908,155.0415,66.5648,54.3555,87.4291
61_19,13280,297.2138684,75.25678418,3.3,160.55,104.8225,29.2653,0.2792,26.03,20.0677,4.13,36.8565,74.93,92.214,96.23,99.961,105.436,110.545,115.29,119.839,122.26,125.33,131.86,138.2105,148.4522,98.9427,90.3117,136.9172,77.2994,57.1381,86.6242
62_22,9868.8,242.6976357,58.67348779,3.29,189.82,89.187,43.1556,0.4839,56.415,34.7985,4.94,24.778,39.65,54.65,58.595,62.227,74.18,82.46,94.954,107.327,115.01,125.29,157.94,170.9915,183.3599,98.2173,92.3262,154.5913,51.6313,41.6432,69.7275
61_20,15858.2,320.0344851,83.50676477,3.33,150.36,107.6305,24.2396,0.2252,24.24,17.0284,7.26,60.95,81.79,94.8,99.01,102.23,107.336,112.37,116.8,120.922,123.25,125.26,130.944,135.36,143.35,99.5229,90.7805,137.7949,73.6019,54.5312,82.7723
63_18,743.2,21.9043188,6.090205865,3.31,225,86.0273,50.3415,0.5852,72.615,41.6097,3.91,7.61,13.794,32.708,43.77,52.36,75.592,92.12,103.75,111.088,116.385,125.032,154.77,171.681,199.3086,88.1342,80.5669,129.9419,58.2452,45.8627,73.9693
93_15,15348.2,301.8568806,76.13680769,3.5,237.82,84.9977,53.5649,0.6302,43.7425,41.8123,17.7674,26.066,35.22,45.134,49.785,54.011,61.048,67.33,74.016,84.73,93.5275,124.792,184.697,191.61,217.2518,100,99.4731,126.8817,32.6613,29.8209,38.0376
43_20,7812.8,150.5369891,34.92904929,3.29,218.13,66.3454,54.6753,0.8241,85.625,45.6233,3.64,5.42,7.892,14.47,20.635,27.7,39.02,49.13,62.352,85.266,106.26,124.542,155.698,170.3,196.549,86.4831,81.1882,114.2476,36.7852,33.0105,46.4522
62_04,14246.4,301.2303074,60.18337183,3.29,162.49,98.7222,31.0806,0.3148,35.6325,23.4072,6.21,28.6385,62.322,77.72,84.3,88.91,96.658,102.655,110.196,116.366,119.9325,124.33,133.86,138.943,150.2238,99.3857,92.8955,159.4998,75.2523,53.5139,91.8824
63_A05,23381,625.784759,122.4131027,3.78,164.8,79.4252,43.4451,0.547,76.5,38.3835,9.016,16.21,21.61,34.75,39.68,45.11,58.72,79.29,96.87,111.33,116.18,124.3,138.08,147.22,161.758,98.5862,97.028,130.7806,49.7202,48.6451,65.567
61_15,17822.4,362.9434054,70.73410124,3.34,161.66,111.8116,20.4247,0.1827,19.1,14.3676,26.214,77.702,89.524,97.62,103.58,106.76,113.51,116.83,119.33,121.19,122.68,124.26,129.77,137.964,151.4628,99.5037,95.3308,133.6228,78.4119,60.5444,84.8635
33_10,4213.6,142.0244248,41.17736805,3.29,202.22,72.3296,49.8757,0.6896,75.52,41.8234,4.9748,12.96,20.13,31.994,36.35,40.798,47.81,53.65,61.22,92.73,111.87,123.08,150.02,174.104,196.63,80.299,77.2819,109.8505,24.4346,27.437,38.9996
63_24,9844,339.2060546,82.34609016,3.29,156.33,79.2405,45.1754,0.5701,81.175,39.4972,3.75,5.76,8.85,21.716,35.655,49.868,76.056,91.98,101.824,111.866,116.83,122.422,131.94,138.133,149,92.703,87.9381,143.751,65.0986,55.4564,90.6536
53_02,1910.4,65.41668674,18.20880232,3.29,184.02,71.1368,50.9444,0.7161,94.2,44.0609,3.89,5.82,8.22,15.97,21.13,32.4,48.09,63.93,82.73,104.48,115.33,122.33,142.8,157.02,179.032,86.7941,80.957,108.0365,45.8732,41.1458,54.9088
73_20,5354.4,269.9505161,49.50989182,3.29,266.57,91.8443,64.1459,0.6984,73.165,47.7919,4.09,6.44,10.81,33.54,42.525,52.82,77.86,90.635,100.26,110.01,115.69,121.61,196.94,237.91,260.38,92.4597,88.4128,120.0952,49.7712,45.4527,61.7405
71_09,9981.6,621.3913289,121.7679686,3.38,216.19,101.7184,28.7936,0.2831,33.21,21.5069,23.026,54.56,65.73,80.16,84.37,88.3,97.83,103.37,109.18,115.01,117.58,121.51,133.55,143.88,192.782,92.5274,88.8625,127.2739,58.0828,47.6856,68.2979
61_02,12432.8,256.5463872,64.84575985,3.29,143.58,104.0397,21.3804,0.2055,25.34,15.8265,4.46,70.19,78.912,89.752,93.62,96.44,101.48,106.86,111.66,116.08,118.96,121.37,126.574,132.16,138.7904,98.7688,89.1721,135.5255,70.991,50.5434,76.8168
83_04,6265.2,107.2635742,23.84137818,3.29,220.72,74.8525,52.5036,0.7014,70.4675,42.3428,4.2531,8.4975,14.563,26.574,34.9125,41.31,51.84,62.81,75.714,91.76,105.38,121.074,159.627,179.646,209.91,95.472,89.9774,141.3436,43.4152,37.8674,59.4851
73_08,11859.2,223.8646601,37.40748398,3.3,177.99,96.0308,31.2829,0.3258,42.78,24.9764,22.3356,44.75,55.95,67.01,75.05,79.79,87.98,96.18,103.65,114.23,117.83,120.44,140.496,150.684,165.63,97.0902,84.2355,145.2148,59.9568,42.6848,73.5849
63_23,11630.6,292.0524934,64.57732189,3.35,183.74,72.659,47.4992,0.6537,75.255,40.4673,4.5,6.63,10.6,25.54,35.65,39.9,51.93,64.76,80.5,102,110.905,119.87,142.77,155.33,171.378,93.0104,90.0927,143.7355,47.3028,42.9013,68.4455
62_A06,19877,618.756318,137.9148692,3.33,156.86,88.1838,31.2641,0.3545,46.31,25.6957,17.2907,35.757,45.734,59.428,65.66,69.98,81.284,90.475,96.652,105.327,111.97,119.37,129.69,137.5995,145.88,99.082,91.6846,133.4237,59.5452,48.7168,70.8951
62_09,10172,242.28312,53.29451964,3.3,166.58,88.9785,38.9347,0.4376,33.9375,29.272,5.6002,10.122,12.723,73.37,80.76,85.8,92.738,97.26,103.006,110.8,114.6975,119.26,128.738,136.338,149.4621,99.9447,97.1875,170.1051,89.4358,64.5284,112.9425
61_07,10436,434.042448,111.935197,3.32,218.08,98.4632,28.5491,0.2899,32.25,20.8241,5.25,51.376,67.016,80.55,83.61,87.01,94.034,100.11,106.806,113.33,115.86,119.12,127.426,134.46,165.7764,99.1811,93.9205,130.8058,61.8081,50.3998,70.1933
62_02,19608.8,317.7716657,61.17031595,3.32,222.1,104.9462,36.6918,0.3496,26.89,24.4943,5.2845,44.933,65.431,82.492,89.72,93.22,98.94,104.87,109.8,114.553,116.61,119.08,144.163,189.75,214.561,98.7008,92.605,144.098,61.9154,46.5887,72.4944
23_13,2471.4,99.68840882,17.14728407,3.29,177.69,51.3006,51.1616,0.9973,66.57,43.0931,4.9252,9.1365,11.756,15.81,17.54,19.087,22.37,26.58,31,36.59,84.11,119.038,142.952,152.99,172.0618,97.9252,95.6064,114.2408,25.4951,25.9669,31.028
61_03,13039.2,289.6775366,62.0758205,3.29,148.77,100.0194,25.6992,0.2569,23.75,18.0063,4.67,44.54,72.745,85.8,91.76,95.175,100.37,105.37,109.51,113.5,115.51,118.29,125.115,129.6675,138.331,59.6565,57.1241,70.5444,41.5587,35.3188,43.6163
62_05,9488,377.0177408,85.63625068,3.34,166.61,82.4192,38.5614,0.4679,58.1925,32.5622,5.5386,15.02,27.18,47.4,54.24,59.488,70.33,84.49,98.714,107.3,112.4325,117.416,131.562,143.0785,159.281,96.476,89.7472,155.8959,58.3627,46.9413,81.5397
61_06,10099.2,208.8059591,56.68979015,3.29,138.58,100.9579,21.1607,0.2096,24.72,15.4242,10.1152,64.74,77.506,87.134,90.65,94.504,100.404,104.98,109.214,113.376,115.37,117.402,122.08,125.44,130.52,98.2563,85.1453,127.6809,70.5754,50.814,76.1988
61_22,12784.8,291.0074775,75.98412743,4.03,146.66,102.2506,19.1285,0.1871,23.67,14.7027,49.7086,69.69,78.419,87.83,91.48,94.3,99.792,104.83,108.62,113.12,115.15,117.364,124.108,129.91,138.2862,99.1914,90.1438,116.7606,63.1218,50.4351,65.3271
62_25,10964.8,229.507746,45.32364752,3.46,153.75,87.7585,34.962,0.3984,42.4125,27.218,5.65,10.56,21.359,64.758,70.9475,76.61,86.55,93.385,101.23,109.83,113.36,117.126,125.513,133.621,146.2437,99.5972,97.1041,150.4891,75.3165,57.1747,88.6076
61_17,11226.4,280.6489482,73.94645071,3.29,138.8,103.2003,18.2096,0.1764,19.31,12.5437,10.8068,79.45,85.688,93.01,95.3,97.562,101.112,105.08,108.798,112.41,114.61,116.94,122.51,125.69,130.7796,99.5779,91.3062,126.746,66.4428,51.0021,70.7982
61_23,8887.2,184.3613135,45.00176069,3.77,147.22,99.3825,22.0988,0.2224,26.4075,16.5798,9.4165,64.44,74.226,84.258,87.33,90.3,96.458,102.475,106.636,111.486,113.7375,116.44,123.33,130.47,140.6069,99.2809,89.9892,135.7458,68.3832,49.7155,74.9942
61_A02,8063.2,193.6547556,53.57581763,3.33,143.13,97.2085,25.2805,0.2601,26.9675,18.3643,7.4965,51.1875,68.505,82.76,86.62,89.83,96.08,101.525,106.55,111.16,113.5875,116.19,123.01,129.505,137.517,98.8884,96.1957,133.6409,70.0923,56.0839,77.9153
62_18,8547.2,176.4558445,39.34878995,3.29,145.66,87.4485,37.743,0.4316,35.46,29.1045,3.6084,5.55,9.18,67.14,77.62,83.44,94.01,99.41,104.354,110.05,113.08,115.91,123.3,127.558,137.52,57.8221,55.2434,69.2692,44.8782,39.4195,49.4276
61_27,12732.6,310.4945152,87.06787892,3.31,146.22,98.5808,23.7956,0.2414,21.5,16.4956,6.376,50.212,73.006,87.086,91.36,93.894,97.91,101.94,106.48,110.23,112.86,115.714,122.882,127.612,137.9232,97.7857,91.3459,127.5155,69.3911,53.5106,74.6988
61_18,7649.6,171.9651123,45.89782497,3.29,155.38,96.8191,26.2404,0.271,21.46,17.6015,4.2266,45.3445,71.208,86.41,89.62,91.55,95.198,99.455,104.104,108.55,111.08,115.538,124.43,130.237,138.57,99.7916,90.1199,130.5465,67.5776,51.239,74.2242
62_11,12315.2,314.1575251,72.12277776,3.67,182.94,93.1367,32.9586,0.3539,35.285,24.6998,11.902,30.385,54.54,71.41,74.975,78.91,86.37,91.55,99.5,105.94,110.26,115.51,136.94,152.91,174.991,99.4186,93.534,155.5879,59.916,44.8544,74.6124
61_30,11806.4,249.4647136,62.13221825,3.3,142.1,100.3022,20.28,0.2022,22.6225,14.8438,27.546,64.3225,76.83,87.87,90.56,94.155,98.16,102.26,106.66,110.89,113.1825,115.47,123.89,128.4775,135.9955,96.3082,84.4522,117.1215,60.5404,45.8333,63.5634
61_29,11912.8,256.8147316,57.70216521,3.3,150.38,94.7013,23.8125,0.2514,27.7075,17.6959,8.2542,56.207,66.58,79.408,83.02,86.11,90.05,93.3,98.044,106.62,110.7275,115.202,124.233,132.6465,141.2447,99.9205,95.3045,133.1081,56.1606,44.8492,62.6391
61_16,10586,227.9570209,56.70241736,4.92,142.16,95.6179,19.9286,0.2084,28.21,16.044,50.0698,64.702,72.55,78.852,82.12,84.87,89.184,94.44,100.034,106.946,110.33,113.926,122.83,127.218,135.8314,99.9457,99.0372,122.8223,56.038,47.5055,58.9145
62_08,9355.2,212.142156,56.80801073,3.32,142.5,86.9907,32.7226,0.3762,41.45,25.7619,4.3656,10.826,40.516,61.942,69.41,76.73,87.408,94.11,101.222,107.8,110.86,113.76,122.088,127.784,135.7092,98.4416,94.1664,129.974,71.3766,58.3365,80.5195
52_20,15097.8,398.0236513,91.06909222,3.29,142.61,92.1839,26.4419,0.2868,30.25,19.7978,5.9636,35.4135,58.925,76.228,80.0025,84.33,90.69,96.885,102.04,107.51,110.2525,113.19,120.444,125.83,135.9673,99.6649,93.605,146.7927,75.2034,53.9835,84.6577
53_21,1683.2,64.12339775,16.84578489,3.3,159.35,82.3085,37.9859,0.4615,46.585,30.6241,3.507,5.02,11.18,51.95,62.87,72.94,85.76,94.08,99.76,105.76,109.455,112.69,120.44,128.385,146.997,91.6404,82.1023,136.7508,74.0536,55.7765,92.9022
52_29,9097,295.078458,74.85089242,3.44,195.94,64.9886,43.7711,0.6735,65.355,36.0096,4.385,8.65,17.265,29.19,33.005,37.48,44.36,52.12,59.68,77.615,98.36,112.66,136.6,148.2925,168.285,92.5556,88.9395,113.2452,32.807,30.6758,39.059
33_A07,2390.6,74.17823973,27.47572954,3.5,240.38,73.3288,51.0147,0.6957,49.59,39.1861,10.471,22.137,25.772,33.982,40.335,44.142,50.424,56.68,64.166,71.734,89.925,111.922,157.782,188.265,218.505,99.9602,97.0724,142.4423,25.9348,28.9509,42.4821
53_A13,1439.6,141.968138,38.1689085,3.3,218.74,67.8373,57.0148,0.8405,73.26,45.7707,3.703,5.772,8.25,18.308,21.445,25.868,37.228,55.75,66.104,82.204,94.705,111.83,168.398,187.719,209.9082,84.0344,76.0863,116.348,34.7514,31.2598,47.8011
61_09,9186.2,209.1318993,51.77113465,3.29,133.02,91.6282,28.9271,0.3157,24.5,20.2301,3.97,10.066,57.792,80.8,85.33,89.056,94.37,99.58,103.87,107.996,109.83,111.752,116.506,121.16,125.94,93.9588,85.0778,117.9487,75.6605,57.8254,80.1671
52_A10,7635,176.0077312,44.84514007,3.29,209.19,73.7932,47.2025,0.6397,56.145,36.4202,4.05,10.27,16.63,30.81,39.34,51.79,58.61,64.54,72.69,84.3,95.485,111.62,148.41,171.245,198.053,94.2569,87.0812,148.7443,43.6805,34.0926,58.2338
