Plot_ID,vol_cubft,ba_ac,crd,elev_min_3p2808plus_75FEET,elev_max_3p2808plus_75FEET,elev_ave_3p2808plus_75FEET,elev_stddev_3p2808plus_75FEET,elev_CV_3p2808plus_75FEET,elev_IQ_3p2808plus_75FEET,elev_AAD_3p2808plus_75FEET,elev_P01_3p2808plus_75FEET,elev_P05_3p2808plus_75FEET,elev_P10_3p2808plus_75FEET,elev_P20_3p2808plus_75FEET,elev_P25_3p2808plus_75FEET,elev_P30_3p2808plus_75FEET,elev_P40_3p2808plus_75FEET,elev_P50_3p2808plus_75FEET,elev_P60_3p2808plus_75FEET,elev_P70_3p2808plus_75FEET,elev_P75_3p2808plus_75FEET,elev_P80_3p2808plus_75FEET,elev_P90_3p2808plus_75FEET,elev_P95_3p2808plus_75FEET,elev_P99_3p2808plus_75FEET,First_cover_above6p5616_75FEET,all_cover_above6p5616_75FEET,all_1st_cover_above6p5616_75FEET,First_cover_above_mean_75FEET,all_cover_above_mean_75FEET,all_1st_cover_above_mean_75FEET
32_16,1683.4,60.05852585,16.03835629,3.3,117.83,47.6721,23.0147,0.4828,31.005,18.4797,4.1584,7.84,13,27.14,31.775,36.11,43.25,49.13,54.63,60,62.78,65.922,75.83,86.994,101.4232,96.0567,87.3497,140.4458,64.6976,47.7317,76.7456
33_A11,1167.2,127.8684954,30.10146546,3.29,234.61,40.3241,43.5041,1.0789,45.82,31.9703,3.57,4.67,5.82,8.22,9.31,10.52,13.72,25.59,35.13,46.15,55.13,65.83,91.51,138.19,201.112,83.6295,81.085,119.8944,36.5623,32.4652,48.0039
31_15,5351.4,169.1372425,52.86694458,3.3,101.55,45.6852,20.2783,0.4439,32.1475,17.0559,4.57,10.8035,16.368,25.2,29.3775,34.18,41.902,48.25,53.752,58.749,61.525,64.722,70.651,74.981,85.683,97.305,94.929,119.4894,63.4043,52.806,66.4681
43_03,9751.4,291.7697501,69.87795931,3.29,199.19,46.2776,40.3871,0.8727,36.28,27.9462,3.75,5.21,6.61,14.834,20.76,23.86,31.64,37.65,44.65,51.47,57.04,64.37,86.088,154.148,183.916,87.6843,81.357,117.1032,38.2827,34.2613,49.3148
32_29,2997.2,98.18218965,23.97460042,3.3,100.37,38.8536,25.3651,0.6528,47.91,22.0319,3.667,5.32,7.36,10.06,11.575,15.64,29.5,40.47,47.09,54.74,59.485,63.52,73.55,81.49,91.162,77.2193,74.1132,97.5758,46.8093,41.6464,54.8307
31_01,3320,108.4294542,32.87529232,3.29,77.51,47.0481,17.8489,0.3794,22.86,14.3069,5.084,8.77,18.1,33.34,37.61,40.61,45.88,50.34,54.33,58.22,60.47,62.77,68.08,70.595,74.12,97.3871,95.5738,110.1212,63.8124,56.776,65.4179
31_06,4560,152.2594721,44.29733383,3.32,76.87,46.8745,17.8941,0.3817,21.6825,14.2352,4.1142,8.4145,14.491,32.938,38.6325,41.88,45.896,51.06,54.56,58.468,60.315,62.45,66.379,69.51,72.76,92.2345,86.5541,123.5347,66.3791,52.1993,74.5016
32_20,2761.2,96.18684195,29.68578886,3.3,108.62,44.5139,19.8477,0.4459,30.53,16.6959,4.01,7.488,12.848,27.658,30.12,33.048,41.2,48.68,53.826,58.9,60.65,62.31,65.65,67.55,90.83,97.4266,88.0515,121.1831,69.4335,52.2061,71.85
32_08,1533.6,48.89409078,15.02784222,3.32,94.26,40.1736,23.5015,0.585,39.0775,20.3174,4.8052,7.833,9.97,14.578,19.0675,22.37,29.302,40.22,47.994,54.52,58.145,61.74,74.08,80.8635,88.9748,97.3952,94.9958,126.8403,56.342,49.0034,65.4304
31_19,5180.4,188.9078963,54.04324636,3.42,87.36,46.4603,17.0325,0.3666,23.375,13.751,5.9398,13.258,22.699,32.54,35.555,38.72,43.2,48.4,52.25,56.583,58.93,61.344,67.33,71.8015,80.3703,93.2823,85.5466,101.8373,54.5455,47.0418,56
23_07,380,9.428705103,2.459197368,3.29,248.05,43.2265,60.2071,1.3928,38.885,45.3499,3.3999,3.76,4.19,5.05,5.5,6.05,7.86,12.345,24.322,34.631,44.385,61.06,152.674,183.7715,228.415,43.2,46.5218,51.04,14.96,17.8066,19.536
32_17,3790.4,161.7283197,43.27452424,3.29,104.44,38.348,25.2395,0.6582,41.46,21.2478,3.57,4.92,7.42,11.68,14.31,18.56,27.62,37.58,43.84,51.79,55.77,60.56,76.12,83.44,94.87,89.7126,84.6403,110.6958,50.1806,45.2264,59.1487
32_27,3158.4,103.2693882,28.63947534,3.29,101.73,39.3852,23.7852,0.6039,41.6875,20.4673,4.1054,6.998,9.72,13.77,15.9275,18.62,30.68,40.165,47.244,54.75,57.615,60.492,71,80.2905,93.0135,94.2995,91.019,118.8084,53.6876,48.5813,63.4138
31_20,3840,141.9231957,42.02225795,3.29,78.91,48.1447,14.5429,0.3021,17.18,11.3636,9.17,15.02,26.94,38.31,41.25,43.54,47.97,51.63,54.38,57.21,58.43,59.86,63.26,66.26,71.3645,99.7414,97.4147,115.4097,67.8873,58.3592,69.1397
31_17,5134.4,192.3217604,53.29899277,3.5,72.69,49.4531,11.4672,0.2319,13.97,8.8773,12.2324,27.878,33.924,41.586,43.84,45.25,47.95,50.79,53.588,56.36,57.81,59.22,62.75,65.08,69.33,99.8556,96.5749,116.4645,63.4315,53.1257,64.067
31_18,3997.4,121.3239469,35.33228643,3.29,100.48,45.1156,16.8284,0.373,20.1,12.9731,3.9559,12.0875,22.194,32.638,35.965,38.624,42.7,46.88,49.966,53.942,56.065,58.582,64.19,69.873,86.8864,96.535,91.5289,114.7668,61.8199,51.5238,64.6049
33_A01,9050.4,196.4189208,48.69160235,6.76,264.29,57.82,61.552,1.0645,26.805,40.3291,12.91,17.45,19.71,23.13,24.95,27.12,31.55,36.09,41.27,47.25,51.755,58.56,169.3,228.075,262.225,100,99.8591,111.4286,18.4273,20.3665,22.7261
31_02,3323.2,122.4815366,35.13142092,3.49,78.73,45.473,15.0435,0.3308,19.705,11.9655,8.0252,15.849,24.04,32.77,36.765,39.42,43.794,46.79,50.924,54.43,56.47,58.5,63.54,67.124,73.5082,99.8194,98.2851,126.3006,66.2934,53.6688,68.9668
31_27,4792,152.0347609,45.92096616,3.5,76.91,48.2578,12.2885,0.2546,14.415,9.347,10.0175,25.587,32.43,40.06,42.2,43.86,46.75,49.44,52.028,55.04,56.615,58.474,62.72,65.7615,70.9059,99.6178,98.5459,112.2293,59.7452,53.9709,61.465
31_25,3489.6,125.569024,38.33550927,3.41,74.66,46.7958,14.1623,0.3026,16.45,10.9608,5.21,14.2045,27.185,37.09,40.14,42.79,47.34,50.25,53.2,55.33,56.59,58,61.36,63.75,68.33,98.4984,91.594,118.3717,72.8297,57.48,74.2844
33_01,1763.2,65.61652695,21.70363124,3.32,192.91,42.7401,33.3719,0.7808,30.0275,22.9338,4.01,8.89,13.81,19.54,22.06,24.765,28.54,34.355,39.36,46.31,52.0875,58,77.005,120.765,173.9075,93.0784,85.7216,127.1893,34.3021,30.1289,44.7036
33_12,2496,98.47322331,31.94684417,3.46,176.47,52.4974,28.9956,0.5523,16.57,17.4513,9.4344,23.7985,29.331,35.9,38.4,40.331,43.47,47.02,50.13,53.238,54.97,57.38,67.052,127.0545,170.9604,99.6668,96.3439,121.8369,34.76,30.9371,39.1232
21_A01,2940.8,106.8486222,33.96378185,3.47,82.41,41.3628,17.1038,0.4135,24.84,14.0848,5.3,11.64,16.97,25.81,29.7,32.63,37.22,41.59,46.56,51.83,54.54,57.25,63.84,68.3,74.408,92.0679,89.2575,101.5933,50.4676,45.9221,52.2688
32_10,15079.2,385.1029786,92.98594687,3.3,127.25,44.475,21.9858,0.4943,25.815,16.1688,4.94,14.732,18.49,26.64,28.85,30.92,38.618,44.77,48.122,51.68,54.665,57.248,64.8,89.409,123.6314,90.427,80.7099,108.2132,50.6663,41.501,55.6432
42_20,784,25.57343728,8.134558502,3.31,91.51,37.3144,21.0489,0.5641,36.43,18.4121,3.84,6.48,9.6,15.054,17.54,21.112,29.04,36.86,46.566,51.994,53.97,56.5,64.856,71.686,81.889,81.1721,78.6199,89.1276,43.8345,40.8655,46.3272
32_07,4772,140.6779033,43.32347261,3.31,135.75,40.6101,21.4662,0.5286,27.88,16.6547,4.3256,10.092,15.232,22.016,25.34,28.12,33.06,38.25,44,50.696,53.22,56.004,64.964,81.632,107.0296,95.7469,88.1914,112.0914,46.7838,41.1228,52.2671
33_23,3880.4,169.5569942,52.9653149,3.31,198.22,37.4158,22.8913,0.6118,31.44,17.771,4.1968,7.774,11.1,16.888,20.45,23.12,28.79,34.02,40.52,47.998,51.89,55.844,65.01,72.702,108.1996,89.0073,85.6722,103.2903,41.5779,39.8201,48.009
31_14,4133,160.2129376,50.41423235,3.32,83.55,39.6227,17.1857,0.4337,25.7325,14.2518,4.61,8.2365,13.773,23.53,26.9475,30.399,36.29,41.45,45.99,50.22,52.68,55.4,60.93,65.48,72.7327,98.3537,92.9693,108.9574,58.3622,51.239,60.0507
31_03,3562.4,143.0943117,44.25388846,3.39,75.76,41.6918,14.2302,0.3413,21.73,11.8803,9.3,16.942,22.76,29.236,31.42,33.762,37.838,42.09,46.68,51,53.15,55.192,59.896,63.09,68.7712,98.9203,90.0589,115.9201,56.8573,45.7969,58.9479
43_25,2908.2,79.20609705,18.14536911,3.29,163.19,28.8347,41.5662,1.4415,31.96,32.404,3.38,3.64,3.9,4.48,4.8,5.07,5.82,6.69,8.02,17.53,36.76,54.5,99.73,128.925,151.32,22.2169,23.7421,26.7127,10.3949,12.4101,13.9629
22_02,2508,110.7812854,29.04687777,3.32,116.69,30.1054,28.0625,0.9321,30.07,22.3119,3.6578,4.858,6.13,8.89,9.97,11.22,14.3,18.25,23.782,32.036,40.04,54.07,77.268,90.19,108.4642,64.147,63.8388,71.4961,22.5197,22.9201,25.6693
31_23,2943.2,98.76949295,28.18021348,3.34,80.8,34.3542,19.8262,0.5771,33.54,17.1028,4.07,5.69,7.44,13.568,16.79,20.306,26.404,34.65,40.634,47.06,50.33,54.052,61.9,66.978,74.2908,87.6452,86.2519,100.0352,50.5104,46.8589,54.3471
32_24,660,20.93042506,6.687755435,3.29,118.23,26.5733,26.3929,0.9932,38.815,22.2434,3.6487,4.82,5.63,6.76,7.23,7.73,8.89,10.72,19.52,36.017,46.045,52.942,66.65,78.1655,105.19,79.2811,78.5284,99.6488,33.051,33.5829,42.6152
33_A10,7789.8,308.9433538,74.54461891,3.32,208.52,51.4086,47.8069,0.9299,26.42,33.8021,5.17,9.64,13.52,20.006,22.45,24.87,31.37,36.34,41.236,46.2,48.87,52.61,145.81,166.883,193.5164,99.175,96.1868,118.2201,20.2387,21.2939,26.1717
43_15,2503.8,72.27626715,25.58258752,3.29,114.69,37.6664,17.733,0.4708,21.73,14.0153,3.875,7.92,14.93,24.27,26.79,28.84,32.02,34.81,38.59,44.9,48.52,52.45,65.26,71.725,75.545,93.0642,84.0363,113.2746,43.8033,36.7566,49.5452
23_A12,1662.6,61.66641045,22.71089162,3.34,201.38,51.799,50.9518,0.9836,21.41,36.2717,4.94,10.77,17.28,22.616,24.45,26.14,29.29,32.5,36.138,41.59,45.86,52.434,158.11,180.13,190.47,98.3591,93.6304,115.1393,18.2663,19.5871,24.0867
21_24,4586.8,125.4839392,38.31602569,3.68,68.19,41.8858,11.3654,0.2713,16.99,9.4111,14.13,22.8075,26.86,31.71,33.605,35.29,38.9,42.62,45.88,48.94,50.595,52.38,56.15,59.565,63.727,100,99.1403,112.235,57.2471,51.4584,58.2551
22_18,2840.6,151.6660601,43.25662271,3.29,171.94,39.2013,28.0448,0.7154,26.88,19.0178,4.094,6.98,10.71,18.62,21.71,24.61,29.6,34.43,40.2,45.68,48.59,51.93,65.8,90.19,153.936,97.3282,93.3277,123.4574,47.7894,40.5506,53.6419
31_28,3515,146.3873117,44.24573666,3.42,65.9,42.4904,11.0455,0.26,14.25,8.6583,10.4768,19.79,27.378,34.552,36.27,38.13,41.43,44.2,46.81,49.302,50.52,51.9,54.81,57.36,61.4196,99.2744,98.1866,110.5886,61.4351,54.9749,61.9188
32_19,3397.6,203.6053141,44.86362366,3.29,83.05,28.1875,22.3451,0.7927,40.1025,19.4092,3.4891,3.82,4.342,5.94,7.275,10,15.006,21.23,29.694,41.11,47.3775,51.626,62.15,69.4975,78.05,47.8521,51.553,62.5352,25.4577,27.8084,33.7324
31_21,3425.6,137.3683226,44.60528343,3.29,64.87,43.3099,10.4916,0.2422,11.85,7.8912,6.3468,23.859,29.888,35.996,38.38,39.97,43,45.22,47.15,49,50.23,51.598,54.832,57.042,60.5332,99.6711,96.2113,111.6328,65.8792,57.268,66.4474
31_12,3097.6,118.8137271,37.49257349,3.3,68.62,40.0701,13.1784,0.3289,17.79,10.6481,5.98,16.04,21.12,28.652,31.79,34.18,38.126,41.63,45.11,48.15,49.58,51.47,55.95,59.278,64.3812,96.9052,90.8806,106.4023,57.5242,49.7935,58.2979
22_19,3993.6,128.1717463,45.58511308,3.3,81.25,40.9948,12.3184,0.3005,15.625,9.7427,7.445,17.76,24.12,31.39,33.965,35.72,38.95,42.33,45.27,48.22,49.59,51.31,55.25,58.35,66.9,99.3939,97.9536,114.3316,61.1765,53.482,62.4242
22_15,2896,102.917268,33.66367099,3.29,132.35,42.2616,28.9032,0.6839,20.435,20.9704,3.7509,6.958,14.587,22.548,24.67,26.7,31.176,34.88,38.43,42.386,45.105,49.954,93.423,106.921,125.7482,98.8229,88.5861,125.8249,32.8875,28.3275,40.2354
32_05,2253,94.88962596,31.96376321,3.29,108.73,39.4701,14.0546,0.3561,16.09,10.434,6.0492,15.486,21.688,29.04,31.38,33.36,37.322,40.18,42.746,45.774,47.47,49.29,54.9,59.2,80.5844,99.3044,96.2664,118.9659,60.6075,50.9193,62.926
22_A04,2550.4,99.22982355,29.59743915,3.31,114.08,32.9602,24.4895,0.743,28.34,18.9076,3.75,5.668,7.376,11.874,15.02,17.76,21.718,26.62,32.536,39.602,43.36,49.208,67.19,91.694,104.44,88.3414,79.1645,105.2047,37.9598,33.6031,44.6565
33_24,255.2,14.32173574,5.473001886,3.3,147.38,30.1211,24.7297,0.821,30.835,19.6666,3.72,4.92,6.354,8.68,10.31,12.31,17.11,22.55,28.422,36.427,41.145,49.086,72.281,81.8745,91.9149,84.4733,81.428,101.348,34.4983,34.3361,42.7359
21_08,2057,77.6784976,24.96711484,3.29,72.51,36.3127,15.0515,0.4145,21.39,12.4534,3.75,7.284,12.14,21.66,26.29,29.62,34.544,39.52,43.04,46.338,47.68,49,52.746,56.806,64.94,85.5568,71.9149,104.344,59.581,42.9179,62.2712
31_04,3159.6,132.774616,40.36769699,3.3,72.98,31.0423,17.4979,0.5637,29.86,15.0764,3.65,5.09,6.96,12.17,15.52,18.552,24.54,31.29,37.02,42.494,45.38,48.168,54.52,58.9,66.26,72.2011,68.8729,81.1534,42.4868,38.2398,45.0582
33_26,659,20.45351383,7.149979596,3.29,163.05,29.9353,21.504,0.7184,29.72,17.1185,3.48,4.92,7.44,11.396,13.14,15.22,18.95,24.59,30.34,39.15,42.86,47.97,57.087,76.2915,86.7643,83.3967,80.0197,97.1984,37.3005,35.3835,42.9797
22_A02,1937.4,91.33875354,26.12027021,3.3,218.96,42.7995,39.5571,0.9242,22.29,23.5873,7.3192,12.27,14.77,20.54,22.61,24.78,28.462,32.06,36.29,41.532,44.9,47.758,64.766,161.512,194.4692,99.7559,98.1587,123.1695,30.9307,27.8657,34.9658
22_29,1993,139.8279279,39.30133349,3.32,66.86,35.4609,13.8422,0.3904,18.4175,11.1931,4.2657,9.5305,14.338,22.95,27.1775,29.872,33.68,37.15,40.54,43.79,45.595,47.7,52.096,55.5995,61.5026,92.9515,91.3348,101.796,56.6249,51.7787,57.7093
22_13,1517.4,45.02251411,12.92114984,3.29,105.12,28.6428,21.4771,0.7498,29.13,17.4964,3.5848,5.51,7.65,11.06,12.5,13.81,16.816,20.62,27.268,36.692,41.63,46.752,61.832,74.604,90.1988,81.1869,79.6171,92.4242,33.6869,32.7387,38.0051
21_25,3189.4,113.6113368,39.74538883,3.56,71.83,37.0788,11.3119,0.3051,15.34,9.0021,11.72,19.2,23.421,27.62,29.2,30.6,33.74,36.74,39.65,42.9,44.54,46.31,50.33,57.9255,65.8573,99.8972,98.8412,108.1563,51.7478,48.5124,53.0843
21_26,1122.4,47.76137208,13.96479094,3.35,63.29,35.2925,12.5402,0.3553,17.575,10.177,4.4517,12.8985,17.54,24.04,26.87,29.05,33.2,36.48,39.59,42.915,44.445,46.304,50.862,54.211,58.991,47.7324,48.642,53.0759,28.5586,26.749,29.1872
21_29,2260,63.83541842,22.35405412,3.3,69.08,33.6366,13.1194,0.39,19.9175,10.9722,6.53,12.7185,17.777,21.934,23.6925,25.29,28.378,33.165,37.27,41.558,43.61,45.81,51.31,55.613,62.3926,99.8539,95.6062,107.3059,51.4521,47.0952,52.8584
21_07,3028.8,132.0747389,41.6724928,3.71,62.59,36.4976,9.8829,0.2708,14.16,8.051,14.116,19.6,23.51,27.53,29.2,31.04,34.27,37.13,39.59,42.2,43.36,45.22,48.81,52.09,56.626,99.947,99.2901,103.7076,54.3432,52.2819,54.6081
33_A06,248.8,9.99811878,3.634193628,3.29,131.83,24.4299,21.1341,0.8651,35.875,17.4947,3.34,3.59,4.01,4.694,5.17,5.86,11.18,19.77,27.41,37.144,41.045,43.626,50.326,57.259,98.4808,34.4746,35.7882,39.4488,23.5573,23.0904,25.4522
21_13,2565,106.2403749,37.30112865,3.75,64.33,34.6923,10.1046,0.2913,13.7625,8.109,8.6336,16.54,20.59,26.29,28.3475,30.17,32.93,35.59,38.15,40.77,42.11,43.61,46.768,49.27,54.2758,99.8469,98.2172,110.3952,58.6279,52.7795,59.3237
22_A05,1588,64.83767376,22.86951073,3.29,87.8,28.0845,17.2773,0.6152,26.49,14.1587,3.75,4.9,6.3,11.282,13.63,16.9,21.534,25.67,30.27,36.946,40.12,43.564,52.702,59.873,73.5632,85.8657,79.4076,99.47,44.9117,39.0973,48.9753
23_26,3328.8,204.1786548,51.5407222,3.34,167.86,45.9901,46.7085,1.0156,19.075,35.2885,5.71,10.845,13.35,17.11,18.92,20.876,24.284,27.19,30.122,34.31,37.995,43.492,142.72,150.329,161.3428,99.0521,97.0657,114.3167,19.3523,19.1147,22.5118
23_15,7943.6,171.9114434,44.6941891,3.31,197.83,32.961,34.3267,1.0414,20.92,22.8875,3.7872,6.576,9.14,12.72,14.195,15.52,18.04,20.44,24.12,29.942,35.115,43.486,70.302,110.752,174.1012,91.3614,88.3969,101.16,24.6032,24.8866,28.4799
23_27,2789.6,123.6653061,42.62410287,3.3,58.54,34.5866,10.7516,0.3109,12.665,8.3212,5.015,10.96,19.795,27.01,29.32,30.955,33.95,36.29,38.7,40.96,41.985,43.13,46.55,49.47,53.715,99.1277,87.2763,110.9034,63.7383,50.6006,64.2991
21_A02,2004.6,90.98052471,29.80015233,3.32,60.58,33.6883,10.7228,0.3183,14.3775,8.5731,6.4682,11.96,19.371,25.2,27.0525,28.72,32.068,34.88,37.54,39.95,41.43,43.06,46.59,49.4285,53.6913,99.4661,97.9381,113.6782,61.6348,53.7986,62.4448
21_09,2690.4,107.9673783,32.77016184,3.54,55.81,33.5073,10.0066,0.2986,13.45,8.0219,7.085,14.336,19.45,24.846,27.34,29.09,32.45,34.75,37.4,39.5,40.79,42.048,45.5,47.7435,51.4901,99.2,95.6466,109.1579,60.5684,53.4957,61.0526
21_A05,2468.8,110.8371359,37.69971319,3.29,58.81,31.9264,11.3679,0.3561,16.11,9.277,4.8492,10.274,14.382,22.52,24.2,26.632,30.516,33.79,36.24,39.15,40.31,41.93,45.494,48.038,52.7536,99.0811,92.408,114.5437,64.2586,52.4284,64.9873
22_21,1965.4,82.9315024,27.80012868,3.31,148.08,37.5821,20.9344,0.557,12.14,11.2954,6.872,16.87,21.12,26.35,28.29,29.95,32.33,35.11,37.34,39.5,40.43,41.5,46.09,83.94,130.424,99.4406,96.3902,112.972,42.2378,38.1265,44.6853
23_18,8206.4,133.9557676,26.91026099,3.29,269.45,50.899,70.8823,1.3926,20.035,48.6968,3.7413,8.8465,11.229,14.6,16.04,17.44,20.308,22.805,25.81,31.726,36.075,41.4,201.05,237.58,261.0153,85.8715,84.8711,92.1444,11.7545,13.3333,14.476
22_A01,2387.2,89.09905974,30.75804203,5.03,59.7,35.1296,8.1421,0.2318,9.5,6.1985,9.85,21.605,25.02,29.35,30.54,31.59,33.75,35.59,37.29,39.06,40.04,41.27,45.075,47.77,54.9,99.9716,98.9651,108.8039,55.9664,52.1604,57.346
33_30,1811,66.13445341,21.83198873,3.3,71.66,26.2152,15.4959,0.5911,24.63,13.1921,3.81,6.269,8.176,11.72,12.77,13.668,17.89,24.54,29.464,35.31,37.4,40.84,48.47,54.067,64.2573,87.0185,86.9847,98.3436,45.0693,43.0664,48.6903
21_27,2931,140.646051,48.34517442,3.45,74.72,31.7966,12.2145,0.3841,16.21,9.5062,11.2084,14.39,16.13,19.842,22.53,25.092,28.8,31.54,34.13,37.18,38.74,40.766,46.81,51.92,69.76,99.9498,98.7827,109.99,52.2088,48.5573,54.0663
12_29,1478.2,37.95131253,11.36708104,3.29,112.86,23.3933,26.8947,1.1497,19.815,20.2268,3.5627,4.26,5.257,6.598,7.44,8.18,9.68,11.34,13.39,17.37,27.255,40.692,62.072,94.3705,111.5095,60.472,58.868,65.9661,17.736,19.151,21.4602
21_16,1771.2,87.33322284,28.59373712,3.34,57.59,31.2623,10.8508,0.3471,15.1125,8.7867,5.1814,10.6385,16.35,21.87,23.9625,26.021,29.7,32.38,35.15,37.698,39.075,40.59,44.796,47.813,52.0286,98.9592,93.8462,109.338,59.3524,51.6377,60.1619
21_18,1740.8,83.87528921,28.03707344,3.29,62.84,29.1879,12.1622,0.4167,19.225,10.2351,4.715,8.81,11.805,17.37,19.51,21.62,26.43,30.425,33.77,37,38.735,40.2,44.34,47.79,53.63,92.0377,89.8383,104.7571,55.4605,49.0423,57.1864
21_11,2376.8,144.403745,46.30791199,3.34,55.86,30.4927,10.2708,0.3368,15.1675,8.5081,6.2062,12.14,16.278,21.212,23.1725,24.803,28.194,31.36,34.4,37.054,38.34,39.826,43.148,46.18,49.6014,99.6633,96.9799,112.2766,59.4924,52.0805,60.2953
21_A15,1777.6,77.2923435,25.50418946,3.29,57.9,26.4318,14.2144,0.5378,24.53,12.249,3.43,4.13,4.98,7.268,13.35,18.78,24.67,29.63,33.13,36.162,37.88,39.58,43.31,46.11,51.4024,80.183,68.1665,86.7043,58.6918,46.832,59.5678
23_A03,643.8,102.0646746,25.41976696,3.29,195.71,34.8956,50.1093,1.436,26.28,37.1081,3.3858,3.69,4.01,4.86,5.34,5.84,7.38,8.81,15.97,26.868,31.62,39.36,135.386,149.91,186.41,43.0404,45.3585,55.0673,13.9823,15.5525,18.8814
23_28,972.4,27.99071833,8.316821487,3.29,177.3,31.9003,45.3671,1.4222,23.43,33.4935,3.39,3.818,4.38,5.61,6.26,6.896,8.14,9.97,13.204,20.47,29.69,39.24,118.12,146.446,167.1444,50.1525,50.0872,55.725,15.4145,16.621,18.4918
23_A01,1942.4,89.20421583,29.95619974,3.35,145.58,31.8461,19.0064,0.5968,14.87,11.2022,4.05,8.35,13.52,20.37,22.53,24.47,27.92,30.54,33.2,36.2,37.4,39.2,43.97,49.18,124.992,98.1067,91.5743,117.2925,51.2465,42.8184,54.8438
21_15,1722.4,78.33081442,27.17359913,3.29,58.2,27.0891,11.8082,0.4359,17.4575,9.7825,3.93,6.121,9.1,15.72,18.45,20.649,25.072,28.34,31.456,34.11,35.9075,37.81,41.79,45.11,50.4989,96.2658,88.7847,112.8331,62.237,50.1173,63.6921
21_20,1817,85.5302977,27.83876749,3.3,50.93,27.6155,10.7537,0.3894,15.3675,8.8029,4.0774,7.437,11.757,17.834,20.1325,22.2,26.048,28.87,31.45,34.08,35.5,37.246,40.956,43.65,48.0378,93.1121,84.5835,102.5098,58.6168,48.5734,58.8678
21_28,1554.6,73.73143543,21.40371572,3.3,53.97,27.521,10.9651,0.3984,15.26,8.921,3.4333,7.622,11.13,17.984,20.255,22.447,25.87,28.635,31.54,34.18,35.515,37.02,41.18,44.207,47.79,58.0079,55.0312,61.9343,34.9246,31.2523,35.1726
21_01,1514.6,72.8561528,23.14281864,3.31,56.61,26.4654,11.1376,0.4208,16.84,9.3286,4.069,8.38,10.575,15.68,18.29,20.325,23.39,26.54,30.39,33.56,35.13,36.93,40.93,43.685,48.9565,89.0852,80.9381,100.8108,51.4137,41.8127,52.079
21_12,2008.8,100.2181163,34.43114909,3.29,54.04,26.6988,10.5208,0.3941,15.915,8.7495,5.4452,8.416,11.173,16.62,18.69,20.938,24.292,27.625,30.298,33.15,34.605,36.29,40.034,42.687,47.8774,97.9237,94.6552,107.8283,57.8563,51.4286,58.5859
21_04,1969,68.68132516,21.45883597,3.29,55.15,26.3594,10.3902,0.3942,14.68,8.4907,4.5288,7.77,11.6,17.67,19.5,20.788,23.924,26.44,29.524,32.65,34.18,35.68,39.778,42.724,48.2944,95.1022,91.9044,101.6526,52.3438,47.8946,52.9748
21_A03,1647.2,93.66484114,31.07278167,3.29,55.02,27.1653,9.7054,0.3573,13.6575,7.9068,4.293,10.0125,13.64,18.47,20.6725,22.3,25.29,27.77,30.52,33.12,34.33,35.61,39.38,42.075,46.9115,79.4059,71.9298,84.4356,44.8317,38.5965,45.3069
22_05,1310.6,62.19699055,17.02369662,3.29,119.94,21.9191,20.5167,0.936,26.1125,15.4432,3.4028,3.97,4.544,5.61,6.28,7.262,11.1,14.56,21.09,26.179,32.3925,35.606,47.907,57.066,109.6758,33.3333,33.8898,38.2838,17.8689,17.7796,20.0849
23_03,3386,69.69405248,21.32471046,4.67,192.5,34.7885,34.0477,0.9787,11.81,18.1032,7.65,10.93,15.462,19.61,20.87,22.11,24.052,26.29,28.3,30.99,32.68,34.994,41.34,134.564,182.5868,99.938,99.6637,110.1952,19.4918,20.4596,22.6216
22_28,1421.6,91.93391083,30.03405403,3.29,127.61,24.6966,20.2723,0.8209,22.105,13.9596,4.0034,5.44,7.01,9.14,10.14,11.302,16.032,20.59,25.118,29.946,32.245,34.978,42.572,56.843,112.9884,84.9718,83.5177,91.2571,39.5649,37.6844,41.1765
22_30,1011.6,48.08862132,18.2775529,3.29,133.38,30.8165,27.8027,0.9022,17.19,18.0197,3.64,5.63,8.64,13.52,15.06,16.8,19.95,23.51,26.766,30.148,32.25,34.84,82.488,105.117,124.5074,95.1283,87.7807,111.4781,30.9173,26.8525,34.1017
13_25,2129.6,77.26659989,21.1810847,3.29,152.61,34.7987,42.6408,1.2254,18.45,31.6632,3.79,4.94,6.242,8.728,9.72,10.77,13.43,17.2,20.836,25.37,28.17,34.266,121.562,140.142,149.16,80.2216,80.5288,90.5161,13.0775,17.8606,20.0757
22_04,366.4,59.92108117,17.04903113,3.29,121.05,27.3189,28.2509,1.0341,20.7525,19.3963,3.5177,4.357,5.644,8.68,10.18,11.274,13.77,16.99,22.81,28.451,30.9325,34.032,78.711,101.245,117.3335,69.7201,63.4514,76.7176,24.2154,23.0796,27.905
12_A06,565.2,29.65009014,10.05852933,3.29,76.23,21.0711,15.4587,0.7336,19.91,11.7541,3.44,3.91,4.67,6.57,8.53,11.374,15.268,18.04,21,23.608,28.44,32.976,41.83,54.626,70.7752,24.5418,23.5622,25.6446,12.333,11.6883,12.7213
23_09,669.6,35.07021022,13.17310393,3.29,134.25,20.6496,15.2426,0.7382,23.79,11.889,3.45,3.96,4.59,6.182,7.13,8.31,12.786,20.475,25.36,29.2,30.92,32.74,36.88,40.307,49.0363,70.0268,64.961,75.2512,46.6845,41.4282,47.9906
